wiktionary-cldr-merge	spa	http://wiktionary.org/	CC BY-SA
00593836-a	spa:lemma	intermitente	
00594413-a	spa:lemma	ininterrumpido	
00596511-a	spa:lemma	consecutivo	
00597424-a	spa:lemma	continuo	
00599468-a	spa:lemma	poseído	
00601783-a	spa:lemma	controversial	
00601783-a	spa:lemma	controvertido	
00602117-a	spa:lemma	discutible	
00602117-a	spa:lemma	punto	
00602117-a	spa:lemma	muerto	
00602293-a	spa:lemma	controvertido	
00602563-a	spa:lemma	polémico	
00604617-a	spa:lemma	conveniente	
00604617-a	spa:lemma	cómodo	
00604897-a	spa:lemma	práctico	
00604897-a	spa:lemma	hábil	
00604978-a	spa:lemma	favorable	
00605128-a	spa:lemma	incómodo	
00605128-a	spa:lemma	inconveniente	
00605516-a	spa:lemma	convencional	
00608791-a	spa:lemma	extraño	
00608791-a	spa:lemma	extrañisimo	
00608791-a	spa:lemma	estrafalario	
00610532-a	spa:lemma	nuclear	
00610532-a	spa:lemma	atómico	
00611047-a	spa:lemma	tradicional	
00615757-a	spa:lemma	cocido	
00617422-a	spa:lemma	frito	
00618377-a	spa:lemma	asado	
00618377-a	spa:lemma	asada	
00619433-a	spa:lemma	crudo	
00621207-a	spa:lemma	embustero	
00621207-a	spa:lemma	mentiroso	
00621207-a	spa:lemma	deshonesto	
00624416-a	spa:lemma	apreciable	
00624416-a	spa:lemma	sensible	
00624416-a	spa:lemma	considerable	
00626800-a	spa:lemma	material	
00627004-a	spa:lemma	físico	
00630802-a	spa:lemma	inmaterial	
00631391-a	spa:lemma	correcto	
00631391-a	spa:lemma	justo	
00631798-a	spa:lemma	exacto	
00632438-a	spa:lemma	incorrecto	
00632438-a	spa:lemma	falso	
00632438-a	spa:lemma	equivocado	
00632949-a	spa:lemma	erróneo	
00635456-a	spa:lemma	incorregible	
00639842-a	spa:lemma	cordial	
00641640-a	spa:lemma	maleducado	
00641640-a	spa:lemma	descortés	
00641944-a	spa:lemma	rudo	
00641944-a	spa:lemma	malportado	
00642152-a	spa:lemma	descortés	
00642379-a	spa:lemma	cortés	
00642379-a	spa:lemma	educado	
00643250-a	spa:lemma	creativo	
00643863-a	spa:lemma	imaginativo	
00644839-a	spa:lemma	creíble	
00645493-a	spa:lemma	increíble	
00647247-a	spa:lemma	escéptico	
00651039-a	spa:lemma	grave	
00651039-a	spa:lemma	apremiante	
00652893-a	spa:lemma	que	
00652893-a	spa:lemma	atraviesa	
00652893-a	spa:lemma	la	
00652893-a	spa:lemma	ciudad	
00652893-a	spa:lemma	a	
00652893-a	spa:lemma	lo	
00652893-a	spa:lemma	largo	
00652893-a	spa:lemma	y	
00652893-a	spa:lemma	a	
00652893-a	spa:lemma	lo	
00652893-a	spa:lemma	ancho	
00652893-a	spa:lemma	de	
00652893-a	spa:lemma	una	
00652893-a	spa:lemma	punta	
00652893-a	spa:lemma	de	
00652893-a	spa:lemma	la	
00652893-a	spa:lemma	ciudad	
00652893-a	spa:lemma	a	
00652893-a	spa:lemma	otra	
00652893-a	spa:lemma	de	
00652893-a	spa:lemma	un	
00652893-a	spa:lemma	lado	
00652893-a	spa:lemma	de	
00652893-a	spa:lemma	la	
00652893-a	spa:lemma	ciudad	
00652893-a	spa:lemma	a	
00652893-a	spa:lemma	otro	
00656507-a	spa:lemma	crucial	
00657198-a	spa:lemma	cúbico	
00657198-a	spa:lemma	tridimensional	
00658259-a	spa:lemma	lineal	
00659617-a	spa:lemma	tabular	
00661146-a	spa:lemma	cuatridimensional	
00663267-a	spa:lemma	cortado	
00664449-a	spa:lemma	curioso	
00666058-a	spa:lemma	actual	
00666610-a	spa:lemma	actual	
00666610-a	spa:lemma	real	
00668366-a	spa:lemma	último	
00669021-a	spa:lemma	obsoleto	
00669138-a	spa:lemma	obsoleto	
00669367-a	spa:lemma	obsolescente	
00669942-a	spa:lemma	maldito	
00669942-a	spa:lemma	puto	
00672226-a	spa:lemma	a	
00672226-a	spa:lemma	medida	
00672226-a	spa:lemma	a	
00672226-a	spa:lemma	órden	
00672226-a	spa:lemma	especializado	
00672226-a	spa:lemma	único	
00672226-a	spa:lemma	personalizado	
00672226-a	spa:lemma	encargo	
00672226-a	spa:lemma	al	
00672226-a	spa:lemma	pedido	
00672226-a	spa:lemma	con	
00672226-a	spa:lemma	especificaciones	
00675701-a	spa:lemma	cíclico	
00675928-a	spa:lemma	alternante	
00675928-a	spa:lemma	alterno	
00675928-a	spa:lemma	alternativo	
00677448-a	spa:lemma	alifático	
00678923-a	spa:lemma	nocturno	
00679717-a	spa:lemma	derruido	
00681930-a	spa:lemma	sordo	
00682168-a	spa:lemma	sordomudo	
00682662-a	spa:lemma	sin	
00682662-a	spa:lemma	oído	
00682662-a	spa:lemma	musical	
00690058-a	spa:lemma	profundo	
00690058-a	spa:lemma	hondo	
00691696-a	spa:lemma	poco	
00691696-a	spa:lemma	profundo	
00691696-a	spa:lemma	superficial	
00693020-a	spa:lemma	profundo	
00693356-a	spa:lemma	superficial	
00696207-a	spa:lemma	estrepitoso	
00696335-a	spa:lemma	recalcitrante	
00696335-a	spa:lemma	contumaz	
00696828-a	spa:lemma	agradable	
00702642-a	spa:lemma	un	
00703109-a	spa:lemma	abatido	
00703109-a	spa:lemma	desalentado	
00703109-a	spa:lemma	desanimado	
00704898-a	spa:lemma	triunfante	
00704898-a	spa:lemma	triunfador	
00709215-a	spa:lemma	delicado	
00709215-a	spa:lemma	frágil	
00710260-a	spa:lemma	exigente	
00711308-a	spa:lemma	estricto	
00712004-a	spa:lemma	calmado	
00712004-a	spa:lemma	relajado	
00713205-a	spa:lemma	perentorio	
00713558-a	spa:lemma	urgente	
00713558-a	spa:lemma	acuciante	
00715140-a	spa:lemma	democrático	
00715677-a	spa:lemma	igualitario	
00716370-a	spa:lemma	popular	
00717684-a	spa:lemma	autoritario	
00717684-a	spa:lemma	tiránico	
00718339-a	spa:lemma	monárquico	
00718635-a	spa:lemma	totalitario	
00718635-a	spa:lemma	totalitaria	
00718924-a	spa:lemma	arbitrario	
00719328-a	spa:lemma	absoluto	
00719442-a	spa:lemma	caprichoso	
00719442-a	spa:lemma	antojadizo	
00721505-a	spa:lemma	innegable	
00721636-a	spa:lemma	indisputable	
00723542-a	spa:lemma	sugestivo	
00724081-a	spa:lemma	fiable	
00726445-a	spa:lemma	interdependiente	
00727268-a	spa:lemma	simbiótico	
00727564-a	spa:lemma	independiente	
00729439-a	spa:lemma	autosuficiente	
00731725-a	spa:lemma	ecuánime	
00731725-a	spa:lemma	imparcial	
00732160-a	spa:lemma	neutral	
00732960-a	spa:lemma	deseable	
00732960-a	spa:lemma	conveniente	
00733743-a	spa:lemma	preferible	
00737116-a	spa:lemma	arruinado	
00737116-a	spa:lemma	destruido	
00737116-a	spa:lemma	siniestrado	
00738368-a	spa:lemma	indestructible	
00738829-a	spa:lemma	averiguable	
00738829-a	spa:lemma	determinable	
00739495-a	spa:lemma	indeterminado	
00743742-a	spa:lemma	siniestro	
00744916-a	spa:lemma	duro	
00744916-a	spa:lemma	difícil	
00746047-a	spa:lemma	embarazoso	
00746047-a	spa:lemma	delicado	
00748058-a	spa:lemma	resistente	
00748795-a	spa:lemma	problemático	
00748795-a	spa:lemma	prolijo	
00749230-a	spa:lemma	fácil	
00751099-a	spa:lemma	fácil	
00751099-a	spa:lemma	de	
00751099-a	spa:lemma	usar	
00751099-a	spa:lemma	fácil	
00751099-a	spa:lemma	para	
00751099-a	spa:lemma	el	
00751099-a	spa:lemma	usuario	
00752110-a	spa:lemma	grande	
00752847-a	spa:lemma	ridículo	
00754682-a	spa:lemma	aplicado	
00754682-a	spa:lemma	trabajador	
00754682-a	spa:lemma	laborioso	
00754682-a	spa:lemma	empeñoso	
00754682-a	spa:lemma	afanoso	
00754682-a	spa:lemma	industrioso	
00754682-a	spa:lemma	diligente	
00757408-a	spa:lemma	insaturado	
00757408-a	spa:lemma	saturado	
00758290-a	spa:lemma	insaturado	
00758290-a	spa:lemma	saturado	
00758459-a	spa:lemma	diplomático	
00760577-a	spa:lemma	antagonista	
00760577-a	spa:lemma	hostil	
00760577-a	spa:lemma	antagónico	
00760916-a	spa:lemma	directo	
00761592-a	spa:lemma	a	
00761592-a	spa:lemma	bocajarro	
00766102-a	spa:lemma	franco	
00766957-a	spa:lemma	alusivo	
00770316-a	spa:lemma	inmediato	
00770993-a	spa:lemma	indirecto	
00772910-a	spa:lemma	discreto	
00773109-a	spa:lemma	indiscreto	
00773109-a	spa:lemma	imprudente	
00774676-a	spa:lemma	apreciativo	
00774911-a	spa:lemma	diacrítico	
00775486-a	spa:lemma	ecléctico	
00776570-a	spa:lemma	desechable	
00778017-a	spa:lemma	líquido	
00778363-a	spa:lemma	distal	
00778509-a	spa:lemma	proximal	
00779133-a	spa:lemma	mediano	
00779133-a	spa:lemma	mediana	
00784533-a	spa:lemma	divisible	
00786173-a	spa:lemma	inseparable	
00787357-a	spa:lemma	autoritario	
00795078-a	spa:lemma	melodramático	
00795246-a	spa:lemma	espectacular	
00797113-a	spa:lemma	potable	
00797299-a	spa:lemma	borracho	
00797299-a	spa:lemma	ebrio	
00798103-a	spa:lemma	borracho	
00800248-a	spa:lemma	romo	
00800464-a	spa:lemma	romo	
00800826-a	spa:lemma	agrio	
00807817-a	spa:lemma	monótono	
00808191-a	spa:lemma	dinámico	
00808940-a	spa:lemma	impulsivo	
00809790-a	spa:lemma	propulsor	
00811248-a	spa:lemma	ansioso	
00811248-a	spa:lemma	deseoso	
00812952-a	spa:lemma	temprano	
00816839-a	spa:lemma	madurado	
00817242-a	spa:lemma	póstumo	
00818175-a	spa:lemma	primitivo	
00818829-a	spa:lemma	incipiente	
00819235-a	spa:lemma	más	
00819235-a	spa:lemma	tarde	
00820458-a	spa:lemma	medio	
00823832-a	spa:lemma	oriental	
00824631-a	spa:lemma	occidental	
00828661-a	spa:lemma	atlético	
00828779-a	spa:lemma	comestible	
00836544-a	spa:lemma	arduo	
00836544-a	spa:lemma	riguroso	
00836544-a	spa:lemma	penoso	
00839619-a	spa:lemma	eficiente	
00841934-a	spa:lemma	drástico	
00842704-a	spa:lemma	impetuoso	
00842704-a	spa:lemma	brutal	
00842704-a	spa:lemma	brusco	
00842704-a	spa:lemma	violento	
00844869-a	spa:lemma	gomoso	
00844869-a	spa:lemma	elástico	
00847399-a	spa:lemma	opcional	
00849357-a	spa:lemma	elegante	
00849357-a	spa:lemma	chic	
00853776-a	spa:lemma	emocional	
00854413-a	spa:lemma	lloraduelos	
00854413-a	spa:lemma	amanerado	
00854413-a	spa:lemma	melindroso	
00854413-a	spa:lemma	remilgado	
00858340-a	spa:lemma	flemático	
00858917-a	spa:lemma	empírico	
00860127-a	spa:lemma	experimental	
00860611-a	spa:lemma	teórico	
00863361-a	spa:lemma	forense	
00865471-a	spa:lemma	encantado	
00865765-a	spa:lemma	embrujado	
00865765-a	spa:lemma	encantado	
00866471-a	spa:lemma	alentador	
00866471-a	spa:lemma	esperanzador	
00867758-a	spa:lemma	frustrante	
00873603-a	spa:lemma	enérgico	
00874920-a	spa:lemma	incansable	
00874920-a	spa:lemma	infatigable	
00875422-a	spa:lemma	vigoroso	
00876204-a	spa:lemma	lánguido	
00876465-a	spa:lemma	apático	
00876465-a	spa:lemma	indiferente	
00876735-a	spa:lemma	proscrito	
00877119-a	spa:lemma	comerciable	
00886253-a	spa:lemma	celoso	
00886253-a	spa:lemma	ferviente	
00888765-a	spa:lemma	envidioso	
00889098-a	spa:lemma	nostálgico	
00889831-a	spa:lemma	igual	
00890351-a	spa:lemma	equivalente	
00891081-a	spa:lemma	equilátero	
00894980-a	spa:lemma	isotónico	
00895442-a	spa:lemma	ambiguo	
00898963-a	spa:lemma	esotérico	
00899226-a	spa:lemma	abstruso	
00899612-a	spa:lemma	arcano	
00899612-a	spa:lemma	secreto	
00899612-a	spa:lemma	misterioso	
00900071-a	spa:lemma	misterioso	
00902157-a	spa:lemma	virtual	
00903668-a	spa:lemma	indispensable	
00904548-a	spa:lemma	despreciable	
00905181-a	spa:lemma	patético	
00907243-a	spa:lemma	despectivo	
00907243-a	spa:lemma	peyorativo	
00908929-a	spa:lemma	eufórico	
00909545-a	spa:lemma	uniforme	
00909545-a	spa:lemma	constante	
00910101-a	spa:lemma	llano	
00910101-a	spa:lemma	plano	
00910750-a	spa:lemma	justificado	
00913387-a	spa:lemma	par	
00913454-a	spa:lemma	impar	
00913551-a	spa:lemma	perennifolio	
00914104-a	spa:lemma	deciduo	
00914104-a	spa:lemma	caducifolio	
00914104-a	spa:lemma	de	
00914104-a	spa:lemma	hoja	
00914104-a	spa:lemma	caduca	
00915556-a	spa:lemma	riguroso	
00915976-a	spa:lemma	aproximado	
00915976-a	spa:lemma	aproximativo	
00915976-a	spa:lemma	casi	
00918779-a	spa:lemma	excitable	
00919542-a	spa:lemma	excitado	
00921014-a	spa:lemma	emocionante	
00921631-a	spa:lemma	electrizante	
00924257-a	spa:lemma	acusativo	
00924257-a	spa:lemma	acusatorio	
00927017-a	spa:lemma	existente	
00928525-a	spa:lemma	existente	
00929164-a	spa:lemma	extinto	
00930290-a	spa:lemma	inesperado	
00932829-a	spa:lemma	comestible	
00933154-a	spa:lemma	caro	
00933154-a	spa:lemma	costoso	
00933154-a	spa:lemma	dispendioso	
00934199-a	spa:lemma	barato	
00934199-a	spa:lemma	económico	
00936998-a	spa:lemma	inexperto	
00938801-a	spa:lemma	explicable	
00938979-a	spa:lemma	interpretable	
00939105-a	spa:lemma	inexplicable	
00939895-a	spa:lemma	paradójico	
00941485-a	spa:lemma	implícito	
00942163-a	spa:lemma	tácito	
00942163-a	spa:lemma	implícito	
00944111-a	spa:lemma	inefable	
00948103-a	spa:lemma	externo	
00949115-a	spa:lemma	interior	
00951831-a	spa:lemma	interior	
00951831-a	spa:lemma	interno	
00954233-a	spa:lemma	tuerto	
00956131-a	spa:lemma	justo	
00957176-a	spa:lemma	injusto	
00961392-a	spa:lemma	leal	
00962939-a	spa:lemma	traicionero	
00962939-a	spa:lemma	traidor	
00963283-a	spa:lemma	subversivo	
00963283-a	spa:lemma	insurgente	
00964090-a	spa:lemma	falible	
00964303-a	spa:lemma	errante	
00964906-a	spa:lemma	infalible	
00965894-a	spa:lemma	conocido	
00966753-a	spa:lemma	desconocido	
00967646-a	spa:lemma	grotesco	
00968010-a	spa:lemma	singular	
00968010-a	spa:lemma	raro	
00968010-a	spa:lemma	extraño	
00968010-a	spa:lemma	curioso	
00968010-a	spa:lemma	inusual	
00968522-a	spa:lemma	misterioso	
00968522-a	spa:lemma	extraño	
00970610-a	spa:lemma	común	
00974159-a	spa:lemma	pasado	
00974159-a	spa:lemma	de	
00974159-a	spa:lemma	moda	
00974159-a	spa:lemma	anticuado	
00975171-a	spa:lemma	elegante	
00975171-a	spa:lemma	estiloso	
00975487-a	spa:lemma	chic	
00975487-a	spa:lemma	elegante	
00976508-a	spa:lemma	rápido	
00977372-a	spa:lemma	abrasador	
00977372-a	spa:lemma	candente	
00979031-a	spa:lemma	instantáneo	
00979366-a	spa:lemma	rápido	
00979697-a	spa:lemma	rápido	
00980527-a	spa:lemma	lento	
00983862-a	spa:lemma	maniático	
00984624-a	spa:lemma	puntilloso	
00986766-a	spa:lemma	gordito	
00987180-a	spa:lemma	obeso	
00988232-a	spa:lemma	flaco	
00988232-a	spa:lemma	delgado	
00988232-a	spa:lemma	esbelto	
00988797-a	spa:lemma	anoréxico	
00988988-a	spa:lemma	demacrado	
00988988-a	spa:lemma	esquelético	
00990855-a	spa:lemma	esbelto	
00991838-a	spa:lemma	gordo	
00993117-a	spa:lemma	ligero	
00993529-a	spa:lemma	fatal	
00993885-a	spa:lemma	letal	
00995647-a	spa:lemma	contrario	
00996343-a	spa:lemma	indulgente	
00997604-a	spa:lemma	emplumado	
01001689-a	spa:lemma	fértil	
01002664-a	spa:lemma	estéril	
01002664-a	spa:lemma	infértil	
01003277-a	spa:lemma	terminado	
01003277-a	spa:lemma	acabado	
01007657-a	spa:lemma	ilimitado	
01008439-a	spa:lemma	limitado	
01008439-a	spa:lemma	finito	
01010271-a	spa:lemma	último	
01010862-a	spa:lemma	primero	
01012503-a	spa:lemma	original	
01014251-a	spa:lemma	intermedio	
01015392-a	spa:lemma	penúltimo	
01015940-a	spa:lemma	antepenúltimo	
01016436-a	spa:lemma	segundo	
01018530-a	spa:lemma	arqueado	
01018788-a	spa:lemma	cojo	
01018788-a	spa:lemma	rengo	
01019713-a	spa:lemma	flácido	
01019713-a	spa:lemma	mole	
01020885-a	spa:lemma	apropiado	
01020885-a	spa:lemma	indicado	
01022367-a	spa:lemma	plegadizo	
01022367-a	spa:lemma	articulable	
01023706-a	spa:lemma	rigidez	
01027263-a	spa:lemma	adaptable	
01027263-a	spa:lemma	amoldable	
01028623-a	spa:lemma	universal	
01030022-a	spa:lemma	rizado	
01030022-a	spa:lemma	chino	
01030022-a	spa:lemma	crespo	
01030372-a	spa:lemma	arizado	
01034457-a	spa:lemma	extranjero	
01034457-a	spa:lemma	forastero	
01036383-a	spa:lemma	indígena	
01036383-a	spa:lemma	autóctono	
01036383-a	spa:lemma	nativo	
01037148-a	spa:lemma	indígena	
01041634-a	spa:lemma	vindicativo	
01041634-a	spa:lemma	vengativo	
01041916-a	spa:lemma	formal	
01044240-a	spa:lemma	informal	
01045963-a	spa:lemma	coloquial	
01045963-a	spa:lemma	familiar	
01047561-a	spa:lemma	segundo	
01048406-a	spa:lemma	afortunado	
01048406-a	spa:lemma	feliz	
01049210-a	spa:lemma	fortunado	
01049210-a	spa:lemma	afortunado	
01049462-a	spa:lemma	desafortunado	
01049462-a	spa:lemma	desafortunada	
01050088-a	spa:lemma	desastroso	
01050603-a	spa:lemma	sin	
01050603-a	spa:lemma	hogar	
01050603-a	spa:lemma	desamparado	
01050890-a	spa:lemma	pobre	
01050890-a	spa:lemma	miserable	
01051814-a	spa:lemma	infortunado	
01051814-a	spa:lemma	desventurado	
01051814-a	spa:lemma	desgraciado	
01051814-a	spa:lemma	infeliz	
01051814-a	spa:lemma	desdichado	
01052611-a	spa:lemma	dulce	
01052611-a	spa:lemma	fragante	
01052611-a	spa:lemma	oloroso	
01052611-a	spa:lemma	odorífero	
01053144-a	spa:lemma	hediondo	
01053144-a	spa:lemma	fétido	
01053634-a	spa:lemma	maloliente	
01054922-a	spa:lemma	agrio	
01061489-a	spa:lemma	libre	
01062393-a	spa:lemma	soberano	
01062393-a	spa:lemma	autónomo	
01065126-a	spa:lemma	cautivo	
01066787-a	spa:lemma	predominante	
01067193-a	spa:lemma	infrecuente	
01067694-a	spa:lemma	fresco	
01068726-a	spa:lemma	duro	
01068726-a	spa:lemma	revenido	
01068726-a	spa:lemma	pasado	
01068726-a	spa:lemma	viciado	
01070088-a	spa:lemma	mohoso	
01070321-a	spa:lemma	rancio	
01073311-a	spa:lemma	salado	
01073435-a	spa:lemma	ahumado	
01073707-a	spa:lemma	simple	
01073822-a	spa:lemma	salado	
01074062-a	spa:lemma	salado	
01074458-a	spa:lemma	salino	
01075178-a	spa:lemma	amable	
01075178-a	spa:lemma	afable	
01075178-a	spa:lemma	cordial	
01078302-a	spa:lemma	congelado	
01079240-a	spa:lemma	hielo	
01080297-a	spa:lemma	fértil	
01080297-a	spa:lemma	prolífico	
01080297-a	spa:lemma	productivo	
01080900-a	spa:lemma	abundante	
01081592-a	spa:lemma	reproductivo	
01082115-a	spa:lemma	prolífico	
01082925-a	spa:lemma	acarpo	
01083157-a	spa:lemma	lleno	
01086545-a	spa:lemma	vacío	
01087093-a	spa:lemma	blanco	
01089369-a	spa:lemma	tiempo	
01089369-a	spa:lemma	parcial	
01089369-a	spa:lemma	jornada	
01089369-a	spa:lemma	parcial	
01090820-a	spa:lemma	útil	
01091234-a	spa:lemma	decorativo	
01091728-a	spa:lemma	operatorio	
01092371-a	spa:lemma	mal	
01093142-a	spa:lemma	orgánico	
01094647-a	spa:lemma	blindado	
01094647-a	spa:lemma	acorazado	
01101391-a	spa:lemma	general	
01102164-a	spa:lemma	genérico	
01104026-a	spa:lemma	peculiar	
01104026-a	spa:lemma	específico	
01106405-a	spa:lemma	local	
01108716-a	spa:lemma	técnico	
01111016-a	spa:lemma	generoso	
01111965-a	spa:lemma	generoso	
01111965-a	spa:lemma	pródigo	
01111965-a	spa:lemma	dadivoso	
01111965-a	spa:lemma	derrochador	
01112573-a	spa:lemma	mezquino	
01112573-a	spa:lemma	tacaño	
01115349-a	spa:lemma	genuino	
01115349-a	spa:lemma	auténtico	
01115349-a	spa:lemma	legítimo	
01115349-a	spa:lemma	verdadero	
01115635-a	spa:lemma	auténtico	
01116857-a	spa:lemma	falso	
01116857-a	spa:lemma	fingido	
01117477-a	spa:lemma	falso	
01117477-a	spa:lemma	falsificado	
01117477-a	spa:lemma	adulterado	
01117477-a	spa:lemma	trapicheado	
01118928-a	spa:lemma	heliocéntrico	
01119192-a	spa:lemma	talentoso	
01119192-a	spa:lemma	talentosa	
01119192-a	spa:lemma	dotado	
01120925-a	spa:lemma	glorioso	
01123148-a	spa:lemma	bueno	
01126841-a	spa:lemma	lamentable	
01128406-a	spa:lemma	travieso	
01128406-a	spa:lemma	maleducado	
01131043-a	spa:lemma	mal	
01131043-a	spa:lemma	malo	
01131043-a	spa:lemma	malvado	
01131043-a	spa:lemma	malévolo	
01131043-a	spa:lemma	maléfico	
01131043-a	spa:lemma	perverso	
01131803-a	spa:lemma	malo	
01132515-a	spa:lemma	diabólico	
01133017-a	spa:lemma	despreciable	
01135269-a	spa:lemma	atrabiliario	
01135269-a	spa:lemma	atrabilioso	
01135269-a	spa:lemma	intranquillo	
01135269-a	spa:lemma	colérico	
01135269-a	spa:lemma	iracundo	
01136541-a	spa:lemma	mal	
01136541-a	spa:lemma	genio	
01136541-a	spa:lemma	mañoso	
01138902-a	spa:lemma	mimado	
01138902-a	spa:lemma	regalón	
01138902-a	spa:lemma	consentido	
01138902-a	spa:lemma	malcriado	
01140896-a	spa:lemma	patoso	
01140896-a	spa:lemma	torpe	
01140896-a	spa:lemma	desmañado	
01142804-a	spa:lemma	gradual	
01142804-a	spa:lemma	paulatino	
01143279-a	spa:lemma	repentino	
01143585-a	spa:lemma	brusco	
01143585-a	spa:lemma	abrupto	
01144887-a	spa:lemma	inclinado	
01144887-a	spa:lemma	escarpado	
01144887-a	spa:lemma	empinado	
01144887-a	spa:lemma	acantilado	
01144887-a	spa:lemma	precipitoso	
01144887-a	spa:lemma	abrupto	
01145151-a	spa:lemma	abrupto	
01145151-a	spa:lemma	brusco	
01146493-a	spa:lemma	agradecido	
01147044-a	spa:lemma	malagradecido	
01147433-a	spa:lemma	haploide	
01147433-a	spa:lemma	monoploide	
01147622-a	spa:lemma	diploide	
01148283-a	spa:lemma	feliz	
01148283-a	spa:lemma	alegre	
01148283-a	spa:lemma	contento	
01148283-a	spa:lemma	satisfecho	
01149195-a	spa:lemma	dorado	
01149195-a	spa:lemma	de	
01149195-a	spa:lemma	oro	
01149494-a	spa:lemma	infeliz	
01150915-a	spa:lemma	duro	
01151951-a	spa:lemma	granítico	
01152746-a	spa:lemma	suave	
01154639-a	spa:lemma	blando	
01154639-a	spa:lemma	pastoso	
01154964-a	spa:lemma	fofo	
01154964-a	spa:lemma	esponjoso	
01158020-a	spa:lemma	cruel	
01158020-a	spa:lemma	desalmado	
01158596-a	spa:lemma	alcohólico	
01159655-a	spa:lemma	inocuo	
01159655-a	spa:lemma	inofensivo	
01160031-a	spa:lemma	perjudicial	
01160031-a	spa:lemma	dañino	
01160031-a	spa:lemma	nocivo	
01161059-a	spa:lemma	deletéreo	
01161233-a	spa:lemma	difamatorio	
01161984-a	spa:lemma	dañino	
01161984-a	spa:lemma	prejudicial	
01162633-a	spa:lemma	pícaro	
01162633-a	spa:lemma	travieso	
01163320-a	spa:lemma	armónico	
01169194-a	spa:lemma	quirúrgico	
