# Wiktionary	ase	http://wiktionary.org/	CC BY-SA
11501381-n	ase:lemma	Claw5@SideChinhigh-PalmDown-Claw5@Si
13250542-n	ase:lemma	FlatO@NearPalm-BackFingerDown-OpenB@CenterTrunkhigh-PalmUp
13250542-n	ase:lemma	Contact
13250542-n	ase:lemma	Contact
13384877-n	ase:lemma	FlatO@NearPalm-BackFingerDown-OpenB@CenterTrunkhigh-PalmUp
13384877-n	ase:lemma	Contact
13384877-n	ase:lemma	Contact
14419510-n	ase:lemma	Open8@Finger-TipUp-Open8@CenterChesthigh-TipUp
14419510-n	ase:lemma	Contact
14985383-n	ase:lemma	9@SideNeckhigh-PalmDown-9@SideNeckhigh-PalmDown
14985383-n	ase:lemma	Upanddown-Upanddown
14985383-n	ase:lemma	9@SideChesthigh-PalmDown-9@SideC
15129927-n	ase:lemma	X@BackWrist-PalmDown
15129927-n	ase:lemma	Contact
15129927-n	ase:lemma	Contact
15136147-n	ase:lemma	1@BasePalm-PalmDown-OpenB@CenterChesthigh-PalmUp
15136147-n	ase:lemma	1@Finger-PalmDown-OpenB@CenterChesthigh-PalmUp
15155891-n	ase:lemma	OpenA@Jaw-ThumbBack
15155891-n	ase:lemma	OpenA@NearCheek-ThumbUp
15163979-n	ase:lemma	M@Side-PalmBack
15163979-n	ase:lemma	CirclesHoriz
15164570-n	ase:lemma	S@Side-PalmBack
15164570-n	ase:lemma	CirclesHoriz
15165289-n	ase:lemma	FlatB@NearShoulder-PalmBack-FlatB@BaseInForearm-PalmBack
15165289-n	ase:lemma	FlatB@SideAbdomenhigh-PalmUp-FlatB@BaseInFo
15167027-n	ase:lemma	BentB@BackHand-PalmDown-FlatB@CenterChesthigh-PalmDown
15167027-n	ase:lemma	Contact
15169759-n	ase:lemma	BentB@BackHand-PalmDown-FlatB@CenterChesthigh-PalmDown
15169759-n	ase:lemma	Contact
15188154-n	ase:lemma	E@SideNeckhigh-PalmAcross-E@SideNeckhigh-PalmAcross
15188154-n	ase:lemma	E@SideNeckhigh-PalmForward-E@SideNeckhigh-PalmFo
15209413-n	ase:lemma	1@TipFinger-PalmBack-1@CenterChesthigh-FingerUp
15209413-n	ase:lemma	1@BaseThumb-PalmBack-1@CenterChesthigh-FingerUp
00008600-r	ase:lemma	1@InsideNeckhigh-FingerUpPalmBack
00008600-r	ase:lemma	CirclesHoriz
00009966-r	ase:lemma	OpenB@Chest-PalmBack
00009966-r	ase:lemma	RoundSurface
00107416-r	ase:lemma	X@Cheek-PalmBack
00107416-r	ase:lemma	Hook
00157967-r	ase:lemma	1@InsideNeckhigh-FingerUpPalmBack
00157967-r	ase:lemma	CirclesHoriz
00158309-r	ase:lemma	SmallO@NearTipThumb-PalmDown-SmallO@CenterChesthigh-PalmUp
00158309-r	ase:lemma	CirclesSurface
00158309-r	ase:lemma	Contact
00204125-r	ase:lemma	Y@Chin-PalmBack
00479275-r	ase:lemma	OpenA@Jaw-ThumbBack
00479275-r	ase:lemma	OpenA@NearCheek-ThumbUp
00010435-v	ase:lemma	C@SideTrunkhigh-PalmDown-C@SideTrunkhigh-PalmDown
00010435-v	ase:lemma	RoundVertSidetoside-RoundVertSidetoside
00010435-v	ase:lemma	B@SideTrunkhigh-PalmDown-B@SideTrunkhigh-PalmDown
00010435-v	ase:lemma	RoundVertSidetoside-RoundVertSidetoside
00017282-v	ase:lemma	1@Sfhead-PalmDown
00017282-v	ase:lemma	A@Palm-PalmDown-A@CenterChesthigh-PalmUp
00074834-v	ase:lemma	4@Nose-PalmBackFingerAcross
00074834-v	ase:lemma	Wiggle
00074834-v	ase:lemma	4@NearNeck-PalmBackFingerAcross
00076400-v	ase:lemma	5@Mouth-5@FromUlnarTipFinger
00076400-v	ase:lemma	5@FromMouth-5@FromUlnarTipFinger
00148597-v	ase:lemma	1@Mouth-OpenB@CenterTrunkhigh-PalmUp
00148597-v	ase:lemma	RoundMidline
00148597-v	ase:lemma	1@BasePalm-OpenB@CenterTrunkhigh-PalmUp
00148597-v	ase:lemma	RoundMidli
00205046-v	ase:lemma	B@TipForearm-PalmBack
00205046-v	ase:lemma	B@Forearm-PalmBack
00205046-v	ase:lemma	B@BaseForearm-PalmBack
00205885-v	ase:lemma	B@TipForearm-PalmBack
00205885-v	ase:lemma	B@Forearm-PalmBack
00205885-v	ase:lemma	B@BaseForearm-PalmBack
00283090-v	ase:lemma	9@SideNeckhigh-PalmDown-9@SideNeckhigh-PalmDown
00283090-v	ase:lemma	Upanddown-Upanddown
00283090-v	ase:lemma	9@SideChesthigh-PalmDown-9@SideC
00345761-v	ase:lemma	1@InFinger-PalmDown-OpenB@CenterChesthigh
00345761-v	ase:lemma	1@InFinger-PalmUp-OpenB@CenterChesthigh
00360092-v	ase:lemma	5@SideChesthigh-PalmAcross-5@SideChesthigh-PalmAcross
00360092-v	ase:lemma	5@SideTrunkhigh-5@SideTrunkhigh
00588888-v	ase:lemma	SmallO@NearSfhead-PalmBack
00588888-v	ase:lemma	Release
00594621-v	ase:lemma	BentB@Sfhead
00595630-v	ase:lemma	BentB@Sfhead
00607780-v	ase:lemma	OpenA@Sfhead
00607780-v	ase:lemma	OpenA@BackThumb-ThumbAcross-OpenA@CenterChesthigh-ThumbAcross
00609100-v	ase:lemma	OpenB@Forehead-PalmBack
00609100-v	ase:lemma	OpenA@FromSfhead-ThumbAside
00628491-v	ase:lemma	1@NearSfhead-PalmDown
00628491-v	ase:lemma	1@Sfhead-PalmDown
00631737-v	ase:lemma	1@NearSfhead-PalmDown
00631737-v	ase:lemma	1@Sfhead-PalmDown
00689344-v	ase:lemma	1@NearSfhead-PalmDown
00689344-v	ase:lemma	1@Sfhead-PalmDown
00792471-v	ase:lemma	H@RadialFinger-H@NearCenterChesthigh
00792471-v	ase:lemma	H@RadialFinger-H@CenterChesthigh
00804476-v	ase:lemma	OpenB@Chest-PalmBack
00804476-v	ase:lemma	OpenB@FromChest-PalmUp
00829107-v	ase:lemma	FlatO@NearSfhead-FlatO@NearSfhead
00829107-v	ase:lemma	FlatO@FromSfhead-FlatO@FromSfhead
00892315-v	ase:lemma	OpenB@Chin-PalmBack
00892315-v	ase:lemma	OpenB@FromChin-PalmUp
00893435-v	ase:lemma	BentB@BaseHand-PalmDown-OpenB@CenterSternumhigh-UlnarAcross
00893435-v	ase:lemma	BentB@TipHand-PalmDown-OpenB@CenterStern
00894738-v	ase:lemma	A@Chest-PalmBack
00894738-v	ase:lemma	CirclesVert
00901103-v	ase:lemma	BentB@FromTipFinger-BackFingerDown-BentB@InsideTrunkhigh-BackFingerDown
00901103-v	ase:lemma	BentB@TipFinger-BackFingerDo
00905852-v	ase:lemma	BentB@BaseHand-PalmDown-OpenB@CenterSternumhigh-UlnarAcross
00905852-v	ase:lemma	BentB@TipHand-PalmDown-OpenB@CenterStern
00929160-v	ase:lemma	1@InsideChesthigh-FingerAcross-1@InsideChesthigh-FingerAcross
00929160-v	ase:lemma	CirclesMidline-CirclesMidline
00948071-v	ase:lemma	Flat9@BasePalm-PalmDown-FlatB@CenterChesthigh-PalmUp
00948071-v	ase:lemma	Flat9@InFinger-PalmDown-FlatB@CenterChesthigh
01003249-v	ase:lemma	1@NearCheek-1@NearCheek
01003249-v	ase:lemma	X@NearCheek-X@NearCheek
01009240-v	ase:lemma	1@Chin-PalmBack
01009240-v	ase:lemma	1@FromChin-PalmUp
01020356-v	ase:lemma	FlatO@Palm-PalmDown-OpenB@CenterChesthigh-PalmUp
01020356-v	ase:lemma	OpenB@Palm-PalmDown-OpenB@CenterChesthigh-PalmUp
01028748-v	ase:lemma	H@RadialFinger-H@NearCenterChesthigh
01028748-v	ase:lemma	H@RadialFinger-H@CenterChesthigh
01170052-v	ase:lemma	C@NearMouth-TipForward
01170052-v	ase:lemma	C@NearMouth-TipUp
01470098-v	ase:lemma	OpenB@DistalSideChesthigh-PalmAcross
01470098-v	ase:lemma	RoundVert
01470098-v	ase:lemma	OpenB@DistalInsideTrunkhigh-PalmUp
01470098-v	ase:lemma	RoundHoriz
01470098-v	ase:lemma	OpenB@N
01543123-v	ase:lemma	H@BackFinger-FingerAcrossPalmDown-H@CenterChesthigh-PalmDown
01546111-v	ase:lemma	V@Palm-FingerDown-OpenB@CenterTrunkhigh-PalmUp
01559590-v	ase:lemma	A@InsideShoulderhigh-PalmBack-FlatB@NearCenterChesthigh-PalmDown
01559590-v	ase:lemma	Frontandback
01712704-v	ase:lemma	C@SideTrunkhigh-PalmDown-C@SideTrunkhigh-PalmDown
01712704-v	ase:lemma	RoundVertSidetoside-RoundVertSidetoside
01712704-v	ase:lemma	Claw5@SideTrunkhigh-PalmDown-Claw5@SideTrunkhigh-PalmDown
01712704-v	ase:lemma	RoundVertSidetoside-RoundVertSidetoside
01719921-v	ase:lemma	OpenA@ProximInsideSternumhigh-OpenA@ProximInsideTrunkhigh
01719921-v	ase:lemma	ContactRoundMidline-ContactRoundMidline
01719921-v	ase:lemma	Op
01771535-v	ase:lemma	Open8@Chest-PalmBack
01771535-v	ase:lemma	Open8@Sternum-PalmBack
